Row   | WORD                           | COUNT     
108   | bloom                          | 1         
109   | blues                          | 1         
110   | bolt                           | 1         
111   | bon                            | 1         
112   | boobs                          | 1         
113   | booking                        | 1         
114   | books                          | 1         
115   | booty                          | 1         
116   | boundary                       | 1         
117   | bowling                        | 1         
118   | bra                            | 1         
119   | brake                          | 1         
120   | break                          | 1         
121   | bridal                         | 1         
122   | broadcast                      | 1         
123   | brochure                       | 1         
124   | brooklyn                       | 1         
125   | browsers                       | 1         
126   | bryan                          | 1         
127   | bryant                         | 1         
128   | bt                             | 1         
129   | buck                           | 1         
130   | building                       | 1         
131   | bulletin                       | 1         
132   | burn                           | 1         
133   | burner                         | 1         
134   | buses                          | 1         
135   | cabinet                        | 1         
136   | calculated                     | 1         
137   | calgary                        | 1         
138   | calibration                    | 1         
139   | calling                        | 1         
140   | calvin                         | 1         
141   | camel                          | 1         
142   | cameras                        | 1         
143   | campaigns                      | 1         
144   | canal                          | 1         
145   | cancel                         | 1         
146   | caps                           | 1         
147   | car                            | 1         
148   | cars                           | 1         
149   | cartridges                     | 1         
150   | casa                           | 1         
151   | cashiers                       | 1         
152   | cb                             | 1         
153   | cells                          | 1         
154   | cet                            | 1         
155   | challenges                     | 1         
156   | champions                      | 1         
157   | char                           | 1         
158   | charger                        | 1         
159   | charity                        | 1         
160   | chase                          | 1         
161   | cheap                          | 1         
162   | check                          | 1         
163   | checklist                      | 1         
164   | chelsea                        | 1         
165   | chemicals                      | 1         
166   | cholesterol                    | 1         
167   | christ                         | 1         
168   | christian                      | 1         
169   | christina                      | 1         
170   | christopher                    | 1         
171   | chrome                         | 1         
172   | church                         | 1         
173   | circles                        | 1         
174   | circuits                       | 1         
175   | circular                       | 1         
176   | classic                        | 1         
177   | clearance                      | 1         
178   | closely                        | 1         
179   | cloudy                         | 1         
180   | cluster                        | 1         
181   | collar                         | 1         
182   | collections                    | 1         
183   | colleges                       | 1         
184   | colon                          | 1         
185   | combination                    | 1         
186   | commands                       | 1         
187   | commerce                       | 1         
188   | committees                     | 1         
189   | companies                      | 1         
190   | company                        | 1         
191   | compounds                      | 1         
192   | computational                  | 1         
193   | computing                      | 1         
194   | concentrate                    | 1         
195   | conduct                        | 1         
196   | connector                      | 1         
197   | considerable                   | 1         
198   | consideration                  | 1         
199   | consoles                       | 1         
200   | consumption                    | 1         
201   | contacts                       | 1         
202   | contained                      | 1         
203   | continually                    | 1         
204   | continues                      | 1         
205   | continuously                   | 1         
206   | contrary                       | 1         
207   | contributing                   | 1         
208   | controller                     | 1         
209   | conversion                     | 1         
210   | coordinate                     | 1         
211   | coordinates                    | 1         
212   | copying                        | 1         
213   | core                           | 1         
214   | cork                           | 1         
215   | corp                           | 1         
216   | corporate                      | 1         
217   | corpus                         | 1         
218   | coupled                        | 1         
219   | couples                        | 1         
220   | credits                        | 1         
221   | critics                        | 1         
222   | css                            | 1         
223   | cst                            | 1         
224   | cuisine                        | 1         
225   | currency                       | 1         
226   | curtis                         | 1         
227   | cuts                           | 1         
228   | cv                             | 1         
229   | cycles                         | 1         
230   | dallas                         | 1         
231   | dam                            | 1         
232   | danger                         | 1         
233   | daniel                         | 1         
234   | dating                         | 1         
235   | daughter                       | 1         
236   | dave                           | 1         
237   | dawn                           | 1         
238   | dd                             | 1         
239   | deals                          | 1         
240   | deborah                        | 1         
241   | dec                            | 1         
242   | decent                         | 1         
243   | declaration                    | 1         
244   | decorative                     | 1         
245   | defendant                      | 1         
246   | defense                        | 1         
247   | deferred                       | 1         
248   | define                         | 1         
249   | delaware                       | 1         
250   | deliver                        | 1         
251   | demographic                    | 1         
252   | dental                         | 1         
253   | deny                           | 1         
254   | depend                         | 1         
255   | dependence                     | 1         
256   | depends                        | 1         
257   | designers                      | 1         
258   | destroy                        | 1         
259   | detection                      | 1         
260   | dev                            | 1         
261   | develops                       | 1         
262   | diamond                        | 1         
263   | diffs                          | 1         
264   | dildo                          | 1         
265   | dinner                         | 1         
266   | dip                            | 1         
267   | direction                      | 1         
268   | disciplinary                   | 1         
269   | disclose                       | 1         
270   | discover                       | 1         
271   | discovered                     | 1         
272   | discuss                        | 1         
273   | dish                           | 1         
274   | dishes                         | 1         
275   | disposal                       | 1         
276   | dispute                        | 1         
277   | distinct                       | 1         
278   | distributions                  | 1         
279   | diversity                      | 1         
280   | dividend                       | 1         
281   | division                       | 1         
282   | doctors                        | 1         
283   | dos                            | 1         
284   | downloadable                   | 1         
285   | draws                          | 1         
286   | dresses                        | 1         
287   | dried                          | 1         
288   | drinks                         | 1         
289   | drive                          | 1         
290   | drivers                        | 1         
291   | drunk                          | 1         
292   | dsc                            | 1         
293   | dts                            | 1         
294   | duncan                         | 1         
295   | durable                        | 1         
296   | duties                         | 1         
297   | dvds                           | 1         
298   | ear                            | 1         
299   | earn                           | 1         
300   | eating                         | 1         
301   | edition                        | 1         
302   | eds                            | 1         
303   | ef                             | 1         
304   | effective                      | 1         
305   | effects                        | 1         
306   | electrical                     | 1         
307   | elsewhere                      | 1         
308   | emergency                      | 1         
309   | employee                       | 1         
310   | enclosure                      | 1         
311   | encryption                     | 1         
312   | ending                         | 1         
313   | energy                         | 1         
314   | engaged                        | 1         
315   | engineering                    | 1         
316   | enhancement                    | 1         
317   | entering                       | 1         
318   | entertainment                  | 1         
319   | epic                           | 1         
320   | equilibrium                    | 1         
321   | equipped                       | 1         
322   | equivalent                     | 1         
323   | erp                            | 1         
324   | es                             | 1         
325   | escort                         | 1         
326   | espn                           | 1         
327   | est                            | 1         
328   | estimates                      | 1         
329   | estonia                        | 1         
330   | etc                            | 1         
331   | ethics                         | 1         
332   | everywhere                     | 1         
333   | ex                             | 1         
334   | exactly                        | 1         
335   | existence                      | 1         
336   | exists                         | 1         
337   | expansion                      | 1         
338   | expect                         | 1         
339   | expired                        | 1         
340   | explain                        | 1         
341   | explosion                      | 1         
342   | extent                         | 1         
343   | far                            | 1         
344   | favorite                       | 1         
345   | federal                        | 1         
346   | feelings                       | 1         
347   | fields                         | 1         
348   | fifth                          | 1         
349   | filed                          | 1         
350   | finally                        | 1         
351   | finds                          | 1         
352   | flickr                         | 1         
353   | flying                         | 1         
354   | focus                          | 1         
355   | focused                        | 1         
356   | focusing                       | 1         
357   | folder                         | 1         
358   | folding                        | 1         
359   | foods                          | 1         
360   | foreign                        | 1         
361   | forgot                         | 1         
362   | forms                          | 1         
363   | fort                           | 1         
364   | fragrances                     | 1         
365   | france                         | 1         
366   | fraud                          | 1         
367   | freelance                      | 1         
368   | frequently                     | 1         
369   | fridge                         | 1         
370   | fs                             | 1         
371   | ft                             | 1         
372   | ftp                            | 1         
373   | ga                             | 1         
374   | gamespot                       | 1         
375   | gateway                        | 1         
376   | gathered                       | 1         
377   | gd                             | 1         
378   | ge                             | 1         
379   | gi                             | 1         
380   | gibraltar                      | 1         
381   | gifts                          | 1         
382   | gl                             | 1         
383   | glenn                          | 1         
384   | gloves                         | 1         
385   | glow                           | 1         
386   | goat                           | 1         
387   | governor                       | 1         
388   | grad                           | 1         
389   | grande                         | 1         
390   | great                          | 1         
391   | greece                         | 1         
392   | grid                           | 1         
393   | grown                          | 1         
394   | gtk                            | 1         
395   | guard                          | 1         
396   | hamburg                        | 1         
397   | handed                         | 1         
398   | harbour                        | 1         
399   | harold                         | 1         
400   | harper                         | 1         
401   | have                           | 1         
402   | hawaii                         | 1         
403   | hdtv                           | 1         
404   | held                           | 1         
405   | helen                          | 1         
406   | hindu                          | 1         
407   | hint                           | 1         
408   | hispanic                       | 1         
409   | hole                           | 1         
410   | honors                         | 1         
411   | hospitals                      | 1         
412   | hosting                        | 1         
413   | hosts                          | 1         
414   | hourly                         | 1         
415   | however                        | 1         
416   | hu                             | 1         
417   | humanities                     | 1         
418   | hungarian                      | 1         
419   | hurricane                      | 1         
420   | hybrid                         | 1         
421   | icons                          | 1         
422   | ieee                           | 1         
423   | ii                             | 1         
424   | iii                            | 1         
425   | ill                            | 1         
426   | illness                        | 1         
427   | im                             | 1         
428   | imperial                       | 1         
429   | import                         | 1         
430   | impressed                      | 1         
431   | improvement                    | 1         
432   | incorporated                   | 1         
433   | increases                      | 1         
434   | incredible                     | 1         
435   | indicating                     | 1         
436   | inf                            | 1         
437   | infections                     | 1         
438   | informal                       | 1         
439   | inn                            | 1         
440   | innocent                       | 1         
441   | inns                           | 1         
442   | install                        | 1         
443   | instances                      | 1         
444   | insulin                        | 1         
445   | interaction                    | 1         
446   | invention                      | 1         
447   | investments                    | 1         
448   | invitations                    | 1         
449   | io                             | 1         
450   | ion                            | 1         
451   | iron                           | 1         
452   | isolation                      | 1         
453   | items                          | 1         
454   | itself                         | 1         
455   | jeep                           | 1         
456   | jeff                           | 1         
457   | jeremy                         | 1         
458   | jm                             | 1         
459   | julian                         | 1         
460   | just                           | 1         
461   | kansas                         | 1         
462   | kernel                         | 1         
463   | killed                         | 1         
464   | killing                        | 1         
465   | kinds                          | 1         
466   | klein                          | 1         
467   | knives                         | 1         
468   | korea                          | 1         
469   | lab                            | 1         
470   | labor                          | 1         
471   | lake                           | 1         
472   | lakes                          | 1         
473   | languages                      | 1         
474   | lately                         | 1         
475   | latin                          | 1         
476   | latvia                         | 1         
477   | lawsuit                        | 1         
478   | leadership                     | 1         
479   | learned                        | 1         
480   | leasing                        | 1         
481   | leave                          | 1         
482   | legacy                         | 1         
483   | legislative                    | 1         
484   | lenders                        | 1         
485   | leu                            | 1         
486   | levitra                        | 1         
487   | liable                         | 1         
488   | lil                            | 1         
489   | limousines                     | 1         
490   | lincoln                        | 1         
491   | linear                         | 1         
492   | linking                        | 1         
493   | literacy                       | 1         
494   | little                         | 1         
495   | locking                        | 1         
496   | logging                        | 1         
497   | longest                        | 1         
498   | lookup                         | 1         
499   | lots                           | 1         
500   | lows                           | 1         
501   | lucy                           | 1         
502   | luke                           | 1         
503   | ma                             | 1         
504   | macintosh                      | 1         
505   | macromedia                     | 1         
506   | mad                            | 1         
507   | mag                            | 1         
508   | mailman                        | 1         
509   | males                          | 1         
510   | man                            | 1         
511   | marble                         | 1         
512   | maria                          | 1         
513   | marker                         | 1         
514   | married                        | 1         
515   | mary                           | 1         
516   | math                           | 1         
517   | medicines                      | 1         
518   | merchants                      | 1         
519   | mercury                        | 1         
520   | mesh                           | 1         
521   | meta                           | 1         
522   | metallica                      | 1         
523   | mexican                        | 1         
524   | mh                             | 1         
525   | microsoft                      | 1         
526   | midlands                       | 1         
527   | milf                           | 1         
528   | millennium                     | 1         
529   | miss                           | 1         
530   | mod                            | 1         
531   | monetary                       | 1         
532   | mongolia                       | 1         
533   | monroe                         | 1         
534   | month                          | 1         
535   | morgan                         | 1         
536   | moss                           | 1         
537   | motivated                      | 1         
538   | mountain                       | 1         
539   | mozambique                     | 1         
540   | mt                             | 1         
541   | much                           | 1         
542   | murder                         | 1         
543   | myspace                        | 1         
544   | namely                         | 1         
545   | nano                           | 1         
546   | native                         | 1         
547   | nc                             | 1         
548   | nearly                         | 1         
549   | negotiations                   | 1         
550   | networking                     | 1         
551   | newsletter                     | 1         
552   | newsletters                    | 1         
553   | newspaper                      | 1         
554   | nice                           | 1         
555   | nightmare                      | 1         
556   | nikon                          | 1         
557   | noise                          | 1         
558   | nokia                          | 1         
559   | none                           | 1         
560   | notification                   | 1         
561   | np                             | 1         
562   | nu                             | 1         
563   | nyc                            | 1         
564   | nz                             | 1         
565   | obituaries                     | 1         
566   | observe                        | 1         
567   | observed                       | 1         
568   | occur                          | 1         
569   | ocean                          | 1         
570   | oecd                           | 1         
571   | of                             | 1         
572   | offensive                      | 1         
573   | offer                          | 1         
574   | often                          | 1         
575   | oklahoma                       | 1         
576   | oman                           | 1         
577   | omega                          | 1         
578   | once                           | 1         
579   | opened                         | 1         
580   | openings                       | 1         
581   | opera                          | 1         
582   | operates                       | 1         
583   | operation                      | 1         
584   | opponents                      | 1         
585   | or                             | 1         
586   | organ                          | 1         
587   | organised                      | 1         
588   | ourselves                      | 1         
589   | output                         | 1         
590   | outreach                       | 1         
591   | oval                           | 1         
592   | oven                           | 1         
593   | overnight                      | 1         
594   | owen                           | 1         
595   | own                            | 1         
596   | pace                           | 1         
597   | packet                         | 1         
598   | panel                          | 1         
599   | paper                          | 1         
600   | parameter                      | 1         
601   | partial                        | 1         
602   | partly                         | 1         
603   | partnership                    | 1         
604   | partnerships                   | 1         
605   | pas                            | 1         
606   | passwords                      | 1         
607   | patent                         | 1         
608   | patients                       | 1         
609   | paxil                          | 1         
610   | payable                        | 1         
611   | pb                             | 1         
612   | pdf                            | 1         
613   | peaceful                       | 1         
614   | penalties                      | 1         
615   | penalty                        | 1         
616   | performances                   | 1         
617   | performs                       | 1         
618   | periodically                   | 1         
619   | pharmacy                       | 1         
620   | photograph                     | 1         
621   | photographic                   | 1         
622   | phpbb                          | 1         
623   | physiology                     | 1         
624   | picking                        | 1         
625   | pictures                       | 1         
626   | pilot                          | 1         
627   | pin                            | 1         
628   | pioneer                        | 1         
629   | pipes                          | 1         
630   | placing                        | 1         
631   | plaintiff                      | 1         
632   | plenty                         | 1         
633   | pm                             | 1         
634   | pmc                            | 1         
635   | pocket                         | 1         
636   | pointing                       | 1         
637   | poland                         | 1         
638   | popular                        | 1         
639   | portugal                       | 1         
640   | pose                           | 1         
641   | postal                         | 1         
642   | potential                      | 1         
643   | powerful                       | 1         
644   | practitioner                   | 1         
645   | predict                        | 1         
646   | preference                     | 1         
647   | prefers                        | 1         
648   | preparation                    | 1         
649   | preparing                      | 1         
650   | prerequisite                   | 1         
651   | presentation                   | 1         
652   | prev                           | 1         
653   | previous                       | 1         
654   | processes                      | 1         
655   | procurement                    | 1         
656   | producers                      | 1         
657   | producing                      | 1         
658   | productivity                   | 1         
659   | programme                      | 1         
660   | promises                       | 1         
661   | promoting                      | 1         
662   | prophet                        | 1         
663   | proposals                      | 1         
664   | prostate                       | 1         
665   | proteins                       | 1         
666   | protest                        | 1         
667   | protocol                       | 1         
668   | protocols                      | 1         
669   | proud                          | 1         
670   | prove                          | 1         
671   | pubs                           | 1         
672   | puppy                          | 1         
673   | puts                           | 1         
674   | qualifications                 | 1         
675   | quarter                        | 1         
676   | queen                          | 1         
677   | queensland                     | 1         
678   | question                       | 1         
679   | racks                          | 1         
680   | ran                            | 1         
681   | rapid                          | 1         
682   | rates                          | 1         
683   | reactions                      | 1         
684   | real                           | 1         
685   | recall                         | 1         
686   | received                       | 1         
687   | recommend                      | 1         
688   | recovered                      | 1         
689   | reduced                        | 1         
690   | regard                         | 1         
691   | region                         | 1         
692   | regional                       | 1         
693   | registrar                      | 1         
694   | regression                     | 1         
695   | relief                         | 1         
696   | reload                         | 1         
697   | renewal                        | 1         
698   | repeated                       | 1         
699   | replaced                       | 1         
700   | replacing                      | 1         
701   | reply                          | 1         
702   | represented                    | 1         
703   | represents                     | 1         
704   | reproduction                   | 1         
705   | reproductive                   | 1         
706   | reserve                        | 1         
707   | residential                    | 1         
708   | resolved                       | 1         
709   | respiratory                    | 1         
710   | responsible                    | 1         
711   | resumes                        | 1         
712   | retailers                      | 1         
713   | retrieved                      | 1         
714   | reviewing                      | 1         
715   | ribbon                         | 1         
716   | risk                           | 1         
717   | robust                         | 1         
718   | roger                          | 1         
719   | rolled                         | 1         
720   | roof                           | 1         
721   | rr                             | 1         
722   | ruby                           | 1         
723   | rugs                           | 1         
724   | runner                         | 1         
725   | rush                           | 1         
726   | safer                          | 1         
727   | saint                          | 1         
728   | saints                         | 1         
729   | sake                           | 1         
730   | salvador                       | 1         
731   | samoa                          | 1         
732   | sandwich                       | 1         
733   | sarah                          | 1         
734   | satellite                      | 1         
735   | scanned                        | 1         
736   | scenarios                      | 1         
737   | scheduling                     | 1         
738   | sciences                       | 1         
739   | scuba                          | 1         
740   | sculpture                      | 1         
741   | seal                           | 1         
742   | seasonal                       | 1         
743   | seat                           | 1         
744   | sen                            | 1         
745   | sending                        | 1         
746   | seniors                        | 1         
747   | settings                       | 1         
748   | sexcam                         | 1         
749   | sexy                           | 1         
750   | sf                             | 1         
751   | shark                          | 1         
752   | shelter                        | 1         
753   | shemale                        | 1         
754   | shemales                       | 1         
755   | shift                          | 1         
756   | shipping                       | 1         
757   | shirt                          | 1         
758   | shoppercom                     | 1         
759   | shore                          | 1         
760   | showed                         | 1         
761   | shut                           | 1         
762   | side                           | 1         
763   | silly                          | 1         
764   | similar                        | 1         
765   | simple                         | 1         
766   | simulations                    | 1         
767   | sitting                        | 1         
768   | sk                             | 1         
769   | skills                         | 1         
770   | slip                           | 1         
771   | slowly                         | 1         
772   | smooth                         | 1         
773   | snake                          | 1         
774   | so                             | 1         
775   | solo                           | 1         
776   | somebody                       | 1         
777   | somehow                        | 1         
778   | something                      | 1         
779   | song                           | 1         
780   | soonest                        | 1         
781   | sought                         | 1         
782   | source                         | 1         
783   | southwest                      | 1         
784   | spec                           | 1         
785   | specifics                      | 1         
786   | specified                      | 1         
787   | speed                          | 1         
788   | spending                       | 1         
789   | spent                          | 1         
790   | spice                          | 1         
791   | spotlight                      | 1         
792   | springs                        | 1         
793   | sr                             | 1         
794   | staff                          | 1         
795   | stage                          | 1         
796   | stan                           | 1         
797   | starring                       | 1         
798   | start                          | 1         
799   | stations                       | 1         
800   | stay                           | 1         
801   | stayed                         | 1         
802   | stays                          | 1         
803   | stewart                        | 1         
804   | stories                        | 1         
805   | streets                        | 1         
806   | stress                         | 1         
807   | stretch                        | 1         
808   | strict                         | 1         
809   | strike                         | 1         
810   | strips                         | 1         
811   | students                       | 1         
812   | studies                        | 1         
813   | stuff                          | 1         
814   | subject                        | 1         
815   | subjects                       | 1         
816   | subsidiaries                   | 1         
817   | substances                     | 1         
818   | successfully                   | 1         
819   | sue                            | 1         
820   | suggested                      | 1         
821   | summer                         | 1         
822   | supporting                     | 1         
823   | sv                             | 1         
824   | swap                           | 1         
825   | switch                         | 1         
826   | sword                          | 1         
827   | syndicate                      | 1         
828   | synthesis                      | 1         
829   | tactics                        | 1         
830   | tahoe                          | 1         
831   | taking                         | 1         
832   | talked                         | 1         
833   | tall                           | 1         
834   | tb                             | 1         
835   | tea                            | 1         
836   | teaching                       | 1         
837   | tear                           | 1         
838   | telecharger                    | 1         
839   | telecom                        | 1         
840   | tell                           | 1         
841   | tenant                         | 1         
842   | tender                         | 1         
843   | tennessee                      | 1         
844   | tested                         | 1         
845   | texas                          | 1         
846   | textile                        | 1         
847   | the                            | 1         
848   | theaters                       | 1         
849   | theoretical                    | 1         
850   | thirty                         | 1         
851   | threatening                    | 1         
852   | thriller                       | 1         
853   | thunder                        | 1         
854   | tiger                          | 1         
855   | timeline                       | 1         
856   | tin                            | 1         
857   | tire                           | 1         
858   | tits                           | 1         
859   | today                          | 1         
860   | toe                            | 1         
861   | token                          | 1         
862   | tokyo                          | 1         
863   | toll                           | 1         
864   | tones                          | 1         
865   | tools                          | 1         
866   | tower                          | 1         
867   | tragedy                        | 1         
868   | transform                      | 1         
869   | translate                      | 1         
870   | trap                           | 1         
871   | travelling                     | 1         
872   | treatment                      | 1         
873   | tribe                          | 1         
874   | trigger                        | 1         
875   | trip                           | 1         
876   | tue                            | 1         
877   | turn                           | 1         
878   | u                              | 1         
879   | uh                             | 1         
880   | ultram                         | 1         
881   | understanding                  | 1         
882   | unfortunately                  | 1         
883   | unified                        | 1         
884   | unlock                         | 1         
885   | update                         | 1         
886   | updating                       | 1         
887   | upon                           | 1         
888   | ur                             | 1         
889   | uruguay                        | 1         
890   | usb                            | 1         
891   | usps                           | 1         
892   | vacancies                      | 1         
893   | var                            | 1         
894   | variable                       | 1         
895   | variance                       | 1         
896   | variations                     | 1         
897   | vault                          | 1         
898   | vermont                        | 1         
899   | vernon                         | 1         
900   | verse                          | 1         
901   | vhs                            | 1         
902   | via                            | 1         
903   | villages                       | 1         
904   | vintage                        | 1         
905   | virtual                        | 1         
906   | virus                          | 1         
907   | vital                          | 1         
908   | vol                            | 1         
909   | voyuer                         | 1         
910   | vsnet                          | 1         
911   | vulnerability                  | 1         
912   | wagon                          | 1         
913   | walked                         | 1         
914   | walking                        | 1         
915   | wallpaper                      | 1         
916   | wang                           | 1         
917   | war                            | 1         
918   | warning                        | 1         
919   | warranties                     | 1         
920   | was                            | 1         
921   | washington                     | 1         
922   | watches                        | 1         
923   | wav                            | 1         
924   | weak                           | 1         
925   | weapons                        | 1         
926   | wearing                        | 1         
927   | website                        | 1         
928   | wedding                        | 1         
929   | weekly                         | 1         
930   | wild                           | 1         
931   | win                            | 1         
932   | winston                        | 1         
933   | wishlist                       | 1         
934   | with                           | 1         
935   | words                          | 1         
936   | work                           | 1         
937   | worker                         | 1         
938   | worry                          | 1         
939   | would                          | 1         
940   | wound                          | 1         
941   | wv                             | 1         
942   | y                              | 1         
943   | yellow                         | 1         
944   | yet                            | 1         
945   | yourself                       | 1         
946   | yu                             | 1         
947   | yukon                          | 1         
948   | z                              | 1         
949   | zen                            | 1         
--------------------------------------------------
      | GRAND TOTAL                    | 1000      
--------------------------------------------------
Time elapsed: 0.013000 seconds
